"","sound.files","selec","start","end","SNR"
"599","Phaethornis-longirostris-154161.wav",125,81.9412590890152,82.059665412877,4.15400262936437
"601","Phaethornis-longirostris-154161.wav",127,83.2927243717131,83.4111306955749,2.37949237443601
"603","Phaethornis-longirostris-154161.wav",129,84.4808705870155,84.5992769108773,4.37993224349013
"605","Phaethornis-longirostris-154161.wav",131,85.5873572686201,85.7098465691668,4.80541822387349
"607","Phaethornis-longirostris-154161.wav",133,86.8571630176203,86.975569341482,4.08313404912334
"609","Phaethornis-longirostris-154161.wav",135,87.9309858857458,88.0453092329226,3.94842292792895
"611","Phaethornis-longirostris-154161.wav",137,89.1640448445819,89.2783681917588,4.39935957007575
"613","Phaethornis-longirostris-154161.wav",139,90.327693199775,90.4460995236367,4.54823827333661
"615","Phaethornis-longirostris-154161.wav",141,91.4382628580645,91.5362542985018,2.82872796090351
"617","Phaethornis-longirostris-154161.wav",143,93.5818256176306,93.6961489648075,2.75989348045983
"619","Phaethornis-longirostris-154161.wav",145,95.6763926569781,95.790716004155,2.98287639627147
"621","Phaethornis-longirostris-154161.wav",147,97.0319409163609,97.1421812868529,0.938329972576717
"623","Phaethornis-longirostris-154161.wav",149,99.685875761538,99.7879501786602,2.06193857015827
"625","Phaethornis-longirostris-154161.wav",151,100.71478588613,100.808694349882,2.29454292806942
"627","Phaethornis-longirostris-154161.wav",153,101.829438521104,101.943761868281,2.93385603229742
"629","Phaethornis-longirostris-154161.wav",155,102.891012459175,103.005335806352,2.11127173847092
"631","Phaethornis-longirostris-154161.wav",157,104.17306713823,104.283307508722,2.90325946232328
"633","Phaethornis-longirostris-154161.wav",159,105.683768511638,105.785842928761,2.26160122372517
